RobTop — модуль «Найти предмет»: пул описаний
Всего: 10000 | easy:49 medium:982 hard:4000 impossible:4969
Формат: СЛОЖНОСТЬ | EN  ||  RU  ||  LV  ||  DE
HARD        | Find something yellow, sticky and transparent  ||  Найди что-нибудь жёлтое, липкое и прозрачное  ||  Atrodi kaut ko dzeltenu, lipīgu un caurspīdīgu  ||  Finde etwas Gelbes, Klebriges und Durchsichtiges
HARD        | Find something long, sticky and transparent  ||  Найди что-нибудь длинное, липкое и прозрачное  ||  Atrodi kaut ko garu, lipīgu un caurspīdīgu  ||  Finde etwas Langes, Klebriges und Durchsichtiges
HARD        | Find something orange, narrow and hard  ||  Найди что-нибудь оранжевое, узкое и твёрдое  ||  Atrodi kaut ko oranžu, šauru un cietu  ||  Finde etwas Oranges, Schmales und Hartes
HARD        | Find something green, huge and soft  ||  Найди что-нибудь зелёное, огромное и мягкое  ||  Atrodi kaut ko zaļu, milzīgu un mīkstu  ||  Finde etwas Gruenes, Riesiges und Weiches
HARD        | Find something pointy, soft and light  ||  Найди что-нибудь острое, мягкое и лёгкое  ||  Atrodi kaut ko asu, mīkstu un vieglu  ||  Finde etwas Spitzes, Weiches und Leichtes
HARD        | Find something green, narrow and transparent  ||  Найди что-нибудь зелёное, узкое и прозрачное  ||  Atrodi kaut ko zaļu, šauru un caurspīdīgu  ||  Finde etwas Gruenes, Schmales und Durchsichtiges
HARD        | Find something red, tiny and heavy  ||  Найди что-нибудь красное, крошечное и тяжёлое  ||  Atrodi kaut ko sarkanu, sīku un smagu  ||  Finde etwas Rotes, Winziges und Schweres
HARD        | Find something silver, long and spotted  ||  Найди что-нибудь серебряное, длинное и пятнистое  ||  Atrodi kaut ko sudrabainu, garu un raibu  ||  Finde etwas Silbernes, Langes und Gepunktetes
HARD        | Find something blue, short and rough  ||  Найди что-нибудь синее, короткое и шершавое  ||  Atrodi kaut ko zilu, īsu un raupju  ||  Finde etwas Blaues, Kurzes und Raues
HARD        | Find something thin, warm and striped  ||  Найди что-нибудь тонкое, тёплое и полосатое  ||  Atrodi kaut ko plānu, siltu un svītrainu  ||  Finde etwas Duennes, Warmes und Gestreiftes
HARD        | Find something blue, oval and heavy  ||  Найди что-нибудь синее, овальное и тяжёлое  ||  Atrodi kaut ko zilu, ovālu un smagu  ||  Finde etwas Blaues, Ovales und Schweres
HARD        | Find something purple, narrow and smooth  ||  Найди что-нибудь фиолетовое, узкое и гладкое  ||  Atrodi kaut ko violetu, šauru un gludu  ||  Finde etwas Lila, Schmales und Glattes
HARD        | Find something golden, thick and sparkly  ||  Найди что-нибудь золотое, толстое и сверкающее  ||  Atrodi kaut ko zeltainu, biezu un mirdzošu  ||  Finde etwas Goldenes, Dickes und Funkelndes
HARD        | Find something red, sticky and matte  ||  Найди что-нибудь красное, липкое и матовое  ||  Atrodi kaut ko sarkanu, lipīgu un matētu  ||  Finde etwas Rotes, Klebriges und Mattes
HARD        | Find something pink, dry and cold  ||  Найди что-нибудь розовое, сухое и холодное  ||  Atrodi kaut ko rozā, sausu un aukstu  ||  Finde etwas Rosa, Trockenes und Kaltes
HARD        | Find something small, rough and spotted  ||  Найди что-нибудь маленькое, шершавое и пятнистое  ||  Atrodi kaut ko mazu, raupju un raibu  ||  Finde etwas Kleines, Raues und Gepunktetes
HARD        | Find something pink, oval and shiny  ||  Найди что-нибудь розовое, овальное и блестящее  ||  Atrodi kaut ko rozā, ovālu un spīdīgu  ||  Finde etwas Rosa, Ovales und Glaenzendes
HARD        | Find something thin, dry and cold  ||  Найди что-нибудь тонкое, сухое и холодное  ||  Atrodi kaut ko plānu, sausu un aukstu  ||  Finde etwas Duennes, Trockenes und Kaltes
HARD        | Find something light blue, curved and wet  ||  Найди что-нибудь голубое, изогнутое и мокрое  ||  Atrodi kaut ko gaišzilu, izliektu un slapju  ||  Finde etwas Hellblaues, Gebogenes und Nasses
HARD        | Find something golden, small and dry  ||  Найди что-нибудь золотое, маленькое и сухое  ||  Atrodi kaut ko zeltainu, mazu un sausu  ||  Finde etwas Goldenes, Kleines und Trockenes
HARD        | Find something tiny, fluffy and sparkly  ||  Найди что-нибудь крошечное, пушистое и сверкающее  ||  Atrodi kaut ko sīku, pūkainu un mirdzošu  ||  Finde etwas Winziges, Flauschiges und Funkelndes
HARD        | Find something purple, hard and warm  ||  Найди что-нибудь фиолетовое, твёрдое и тёплое  ||  Atrodi kaut ko violetu, cietu un siltu  ||  Finde etwas Lila, Hartes und Warmes
HARD        | Find something blue, big and sparkly  ||  Найди что-нибудь синее, большое и сверкающее  ||  Atrodi kaut ko zilu, lielu un mirdzošu  ||  Finde etwas Blaues, Grosses und Funkelndes
HARD        | Find something orange, oval and spotted  ||  Найди что-нибудь оранжевое, овальное и пятнистое  ||  Atrodi kaut ko oranžu, ovālu un raibu  ||  Finde etwas Oranges, Ovales und Gepunktetes
HARD        | Find something purple, thick and fluffy  ||  Найди что-нибудь фиолетовое, толстое и пушистое  ||  Atrodi kaut ko violetu, biezu un pūkainu  ||  Finde etwas Lila, Dickes und Flauschiges
HARD        | Find something light blue, pointy and soft  ||  Найди что-нибудь голубое, острое и мягкое  ||  Atrodi kaut ko gaišzilu, asu un mīkstu  ||  Finde etwas Hellblaues, Spitzes und Weiches
HARD        | Find something golden, curved and smooth  ||  Найди что-нибудь золотое, изогнутое и гладкое  ||  Atrodi kaut ko zeltainu, izliektu un gludu  ||  Finde etwas Goldenes, Gebogenes und Glattes
HARD        | Find something grey, pointy and striped  ||  Найди что-нибудь серое, острое и полосатое  ||  Atrodi kaut ko pelēku, asu un svītrainu  ||  Finde etwas Graues, Spitzes und Gestreiftes
HARD        | Find something red, square and wet  ||  Найди что-нибудь красное, квадратное и мокрое  ||  Atrodi kaut ko sarkanu, kvadrātisku un slapju  ||  Finde etwas Rotes, Quadratisches und Nasses
HARD        | Find something red, soft and heavy  ||  Найди что-нибудь красное, мягкое и тяжёлое  ||  Atrodi kaut ko sarkanu, mīkstu un smagu  ||  Finde etwas Rotes, Weiches und Schweres
HARD        | Find something thin, hard and spotted  ||  Найди что-нибудь тонкое, твёрдое и пятнистое  ||  Atrodi kaut ko plānu, cietu un raibu  ||  Finde etwas Duennes, Hartes und Gepunktetes
HARD        | Find something narrow, wet and striped  ||  Найди что-нибудь узкое, мокрое и полосатое  ||  Atrodi kaut ko šauru, slapju un svītrainu  ||  Finde etwas Schmales, Nasses und Gestreiftes
HARD        | Find something brown, sticky and striped  ||  Найди что-нибудь коричневое, липкое и полосатое  ||  Atrodi kaut ko brūnu, lipīgu un svītrainu  ||  Finde etwas Braunes, Klebriges und Gestreiftes
HARD        | Find something orange, soft and sparkly  ||  Найди что-нибудь оранжевое, мягкое и сверкающее  ||  Atrodi kaut ko oranžu, mīkstu un mirdzošu  ||  Finde etwas Oranges, Weiches und Funkelndes
HARD        | Find something green, square and smooth  ||  Найди что-нибудь зелёное, квадратное и гладкое  ||  Atrodi kaut ko zaļu, kvadrātisku un gludu  ||  Finde etwas Gruenes, Quadratisches und Glattes
HARD        | Find something golden, thin and big  ||  Найди что-нибудь золотое, тонкое и большое  ||  Atrodi kaut ko zeltainu, plānu un lielu  ||  Finde etwas Goldenes, Duennes und Grosses
HARD        | Find something red, tiny and plain  ||  Найди что-нибудь красное, крошечное и однотонное  ||  Atrodi kaut ko sarkanu, sīku un vienkrāsainu  ||  Finde etwas Rotes, Winziges und Einfarbiges
HARD        | Find something light blue, hard and shiny  ||  Найди что-нибудь голубое, твёрдое и блестящее  ||  Atrodi kaut ko gaišzilu, cietu un spīdīgu  ||  Finde etwas Hellblaues, Hartes und Glaenzendes
HARD        | Find something brown, big and spotted  ||  Найди что-нибудь коричневое, большое и пятнистое  ||  Atrodi kaut ko brūnu, lielu un raibu  ||  Finde etwas Braunes, Grosses und Gepunktetes
HARD        | Find something brown, short and sticky  ||  Найди что-нибудь коричневое, короткое и липкое  ||  Atrodi kaut ko brūnu, īsu un lipīgu  ||  Finde etwas Braunes, Kurzes und Klebriges
HARD        | Find something yellow, hard and warm  ||  Найди что-нибудь жёлтое, твёрдое и тёплое  ||  Atrodi kaut ko dzeltenu, cietu un siltu  ||  Finde etwas Gelbes, Hartes und Warmes
HARD        | Find something light blue, long and warm  ||  Найди что-нибудь голубое, длинное и тёплое  ||  Atrodi kaut ko gaišzilu, garu un siltu  ||  Finde etwas Hellblaues, Langes und Warmes
HARD        | Find something white, curved and heavy  ||  Найди что-нибудь белое, изогнутое и тяжёлое  ||  Atrodi kaut ko baltu, izliektu un smagu  ||  Finde etwas Weisses, Gebogenes und Schweres
HARD        | Find something green, flat and narrow  ||  Найди что-нибудь зелёное, плоское и узкое  ||  Atrodi kaut ko zaļu, plakanu un šauru  ||  Finde etwas Gruenes, Flaches und Schmales
HARD        | Find something blue, hard and warm  ||  Найди что-нибудь синее, твёрдое и тёплое  ||  Atrodi kaut ko zilu, cietu un siltu  ||  Finde etwas Blaues, Hartes und Warmes
HARD        | Find something brown, wide and rough  ||  Найди что-нибудь коричневое, широкое и шершавое  ||  Atrodi kaut ko brūnu, platu un raupju  ||  Finde etwas Braunes, Breites und Raues
HARD        | Find something grey, long and plain  ||  Найди что-нибудь серое, длинное и однотонное  ||  Atrodi kaut ko pelēku, garu un vienkrāsainu  ||  Finde etwas Graues, Langes und Einfarbiges
HARD        | Find something grey, smooth and sparkly  ||  Найди что-нибудь серое, гладкое и сверкающее  ||  Atrodi kaut ko pelēku, gludu un mirdzošu  ||  Finde etwas Graues, Glattes und Funkelndes
HARD        | Find something red, flat and narrow  ||  Найди что-нибудь красное, плоское и узкое  ||  Atrodi kaut ko sarkanu, plakanu un šauru  ||  Finde etwas Rotes, Flaches und Schmales
HARD        | Find something purple, dry and striped  ||  Найди что-нибудь фиолетовое, сухое и полосатое  ||  Atrodi kaut ko violetu, sausu un svītrainu  ||  Finde etwas Lila, Trockenes und Gestreiftes
HARD        | Find something grey, thick and small  ||  Найди что-нибудь серое, толстое и маленькое  ||  Atrodi kaut ko pelēku, biezu un mazu  ||  Finde etwas Graues, Dickes und Kleines
HARD        | Find something silver, wide and cold  ||  Найди что-нибудь серебряное, широкое и холодное  ||  Atrodi kaut ko sudrabainu, platu un aukstu  ||  Finde etwas Silbernes, Breites und Kaltes
HARD        | Find something yellow, tiny and soft  ||  Найди что-нибудь жёлтое, крошечное и мягкое  ||  Atrodi kaut ko dzeltenu, sīku un mīkstu  ||  Finde etwas Gelbes, Winziges und Weiches
HARD        | Find something pointy, cold and spotted  ||  Найди что-нибудь острое, холодное и пятнистое  ||  Atrodi kaut ko asu, aukstu un raibu  ||  Finde etwas Spitzes, Kaltes und Gepunktetes
HARD        | Find something hard, transparent and cold  ||  Найди что-нибудь твёрдое, прозрачное и холодное  ||  Atrodi kaut ko cietu, caurspīdīgu un aukstu  ||  Finde etwas Hartes, Durchsichtiges und Kaltes
HARD        | Find something yellow, thick and striped  ||  Найди что-нибудь жёлтое, толстое и полосатое  ||  Atrodi kaut ko dzeltenu, biezu un svītrainu  ||  Finde etwas Gelbes, Dickes und Gestreiftes
HARD        | Find something blue, long and light  ||  Найди что-нибудь синее, длинное и лёгкое  ||  Atrodi kaut ko zilu, garu un vieglu  ||  Finde etwas Blaues, Langes und Leichtes
HARD        | Find something pink, small and rough  ||  Найди что-нибудь розовое, маленькое и шершавое  ||  Atrodi kaut ko rozā, mazu un raupju  ||  Finde etwas Rosa, Kleines und Raues
HARD        | Find something curved, big and cold  ||  Найди что-нибудь изогнутое, большое и холодное  ||  Atrodi kaut ko izliektu, lielu un aukstu  ||  Finde etwas Gebogenes, Grosses und Kaltes
HARD        | Find something curved, narrow and plain  ||  Найди что-нибудь изогнутое, узкое и однотонное  ||  Atrodi kaut ko izliektu, šauru un vienkrāsainu  ||  Finde etwas Gebogenes, Schmales und Einfarbiges
HARD        | Find something huge, rough and warm  ||  Найди что-нибудь огромное, шершавое и тёплое  ||  Atrodi kaut ko milzīgu, raupju un siltu  ||  Finde etwas Riesiges, Raues und Warmes
HARD        | Find something thin, big and light  ||  Найди что-нибудь тонкое, большое и лёгкое  ||  Atrodi kaut ko plānu, lielu un vieglu  ||  Finde etwas Duennes, Grosses und Leichtes
HARD        | Find something curved, warm and striped  ||  Найди что-нибудь изогнутое, тёплое и полосатое  ||  Atrodi kaut ko izliektu, siltu un svītrainu  ||  Finde etwas Gebogenes, Warmes und Gestreiftes
HARD        | Find something brown, big and warm  ||  Найди что-нибудь коричневое, большое и тёплое  ||  Atrodi kaut ko brūnu, lielu un siltu  ||  Finde etwas Braunes, Grosses und Warmes
HARD        | Find something blue, curved and hard  ||  Найди что-нибудь синее, изогнутое и твёрдое  ||  Atrodi kaut ko zilu, izliektu un cietu  ||  Finde etwas Blaues, Gebogenes und Hartes
HARD        | Find something black, curved and wide  ||  Найди что-нибудь чёрное, изогнутое и широкое  ||  Atrodi kaut ko melnu, izliektu un platu  ||  Finde etwas Schwarzes, Gebogenes und Breites
HARD        | Find something short, sticky and shiny  ||  Найди что-нибудь короткое, липкое и блестящее  ||  Atrodi kaut ko īsu, lipīgu un spīdīgu  ||  Finde etwas Kurzes, Klebriges und Glaenzendes
HARD        | Find something golden, fluffy and plain  ||  Найди что-нибудь золотое, пушистое и однотонное  ||  Atrodi kaut ko zeltainu, pūkainu un vienkrāsainu  ||  Finde etwas Goldenes, Flauschiges und Einfarbiges
HARD        | Find something yellow, short and rough  ||  Найди что-нибудь жёлтое, короткое и шершавое  ||  Atrodi kaut ko dzeltenu, īsu un raupju  ||  Finde etwas Gelbes, Kurzes und Raues
HARD        | Find something square, wide and hard  ||  Найди что-нибудь квадратное, широкое и твёрдое  ||  Atrodi kaut ko kvadrātisku, platu un cietu  ||  Finde etwas Quadratisches, Breites und Hartes
HARD        | Find something pointy, warm and plain  ||  Найди что-нибудь острое, тёплое и однотонное  ||  Atrodi kaut ko asu, siltu un vienkrāsainu  ||  Finde etwas Spitzes, Warmes und Einfarbiges
HARD        | Find something flat, tiny and striped  ||  Найди что-нибудь плоское, крошечное и полосатое  ||  Atrodi kaut ko plakanu, sīku un svītrainu  ||  Finde etwas Flaches, Winziges und Gestreiftes
HARD        | Find something small, sticky and sparkly  ||  Найди что-нибудь маленькое, липкое и сверкающее  ||  Atrodi kaut ko mazu, lipīgu un mirdzošu  ||  Finde etwas Kleines, Klebriges und Funkelndes
HARD        | Find something flat, wide and cold  ||  Найди что-нибудь плоское, широкое и холодное  ||  Atrodi kaut ko plakanu, platu un aukstu  ||  Finde etwas Flaches, Breites und Kaltes
HARD        | Find something dry, matte and warm  ||  Найди что-нибудь сухое, матовое и тёплое  ||  Atrodi kaut ko sausu, matētu un siltu  ||  Finde etwas Trockenes, Mattes und Warmes
HARD        | Find something huge, dry and light  ||  Найди что-нибудь огромное, сухое и лёгкое  ||  Atrodi kaut ko milzīgu, sausu un vieglu  ||  Finde etwas Riesiges, Trockenes und Leichtes
HARD        | Find something green, huge and sparkly  ||  Найди что-нибудь зелёное, огромное и сверкающее  ||  Atrodi kaut ko zaļu, milzīgu un mirdzošu  ||  Finde etwas Gruenes, Riesiges und Funkelndes
HARD        | Find something purple, wide and transparent  ||  Найди что-нибудь фиолетовое, широкое и прозрачное  ||  Atrodi kaut ko violetu, platu un caurspīdīgu  ||  Finde etwas Lila, Breites und Durchsichtiges
HARD        | Find something golden, soft and striped  ||  Найди что-нибудь золотое, мягкое и полосатое  ||  Atrodi kaut ko zeltainu, mīkstu un svītrainu  ||  Finde etwas Goldenes, Weiches und Gestreiftes
HARD        | Find something curved, wet and shiny  ||  Найди что-нибудь изогнутое, мокрое и блестящее  ||  Atrodi kaut ko izliektu, slapju un spīdīgu  ||  Finde etwas Gebogenes, Nasses und Glaenzendes
HARD        | Find something blue, round and tiny  ||  Найди что-нибудь синее, круглое и крошечное  ||  Atrodi kaut ko zilu, apaļu un sīku  ||  Finde etwas Blaues, Rundes und Winziges
HARD        | Find something thin, dry and spotted  ||  Найди что-нибудь тонкое, сухое и пятнистое  ||  Atrodi kaut ko plānu, sausu un raibu  ||  Finde etwas Duennes, Trockenes und Gepunktetes
HARD        | Find something grey, flat and striped  ||  Найди что-нибудь серое, плоское и полосатое  ||  Atrodi kaut ko pelēku, plakanu un svītrainu  ||  Finde etwas Graues, Flaches und Gestreiftes
HARD        | Find something round, sticky and sparkly  ||  Найди что-нибудь круглое, липкое и сверкающее  ||  Atrodi kaut ko apaļu, lipīgu un mirdzošu  ||  Finde etwas Rundes, Klebriges und Funkelndes
HARD        | Find something red, tiny and soft  ||  Найди что-нибудь красное, крошечное и мягкое  ||  Atrodi kaut ko sarkanu, sīku un mīkstu  ||  Finde etwas Rotes, Winziges und Weiches
HARD        | Find something green, fluffy and matte  ||  Найди что-нибудь зелёное, пушистое и матовое  ||  Atrodi kaut ko zaļu, pūkainu un matētu  ||  Finde etwas Gruenes, Flauschiges und Mattes
HARD        | Find something short, rough and matte  ||  Найди что-нибудь короткое, шершавое и матовое  ||  Atrodi kaut ko īsu, raupju un matētu  ||  Finde etwas Kurzes, Raues und Mattes
HARD        | Find something pointy, sticky and shiny  ||  Найди что-нибудь острое, липкое и блестящее  ||  Atrodi kaut ko asu, lipīgu un spīdīgu  ||  Finde etwas Spitzes, Klebriges und Glaenzendes
HARD        | Find something brown, rough and transparent  ||  Найди что-нибудь коричневое, шершавое и прозрачное  ||  Atrodi kaut ko brūnu, raupju un caurspīdīgu  ||  Finde etwas Braunes, Raues und Durchsichtiges
HARD        | Find something grey, big and transparent  ||  Найди что-нибудь серое, большое и прозрачное  ||  Atrodi kaut ko pelēku, lielu un caurspīdīgu  ||  Finde etwas Graues, Grosses und Durchsichtiges
HARD        | Find something pointy, big and striped  ||  Найди что-нибудь острое, большое и полосатое  ||  Atrodi kaut ko asu, lielu un svītrainu  ||  Finde etwas Spitzes, Grosses und Gestreiftes
HARD        | Find something light blue, curved and big  ||  Найди что-нибудь голубое, изогнутое и большое  ||  Atrodi kaut ko gaišzilu, izliektu un lielu  ||  Finde etwas Hellblaues, Gebogenes und Grosses
HARD        | Find something flat, hard and striped  ||  Найди что-нибудь плоское, твёрдое и полосатое  ||  Atrodi kaut ko plakanu, cietu un svītrainu  ||  Finde etwas Flaches, Hartes und Gestreiftes
HARD        | Find something narrow, light and plain  ||  Найди что-нибудь узкое, лёгкое и однотонное  ||  Atrodi kaut ko šauru, vieglu un vienkrāsainu  ||  Finde etwas Schmales, Leichtes und Einfarbiges
HARD        | Find something golden, square and wet  ||  Найди что-нибудь золотое, квадратное и мокрое  ||  Atrodi kaut ko zeltainu, kvadrātisku un slapju  ||  Finde etwas Goldenes, Quadratisches und Nasses
HARD        | Find something red, curved and sparkly  ||  Найди что-нибудь красное, изогнутое и сверкающее  ||  Atrodi kaut ko sarkanu, izliektu un mirdzošu  ||  Finde etwas Rotes, Gebogenes und Funkelndes
HARD        | Find something purple, narrow and sticky  ||  Найди что-нибудь фиолетовое, узкое и липкое  ||  Atrodi kaut ko violetu, šauru un lipīgu  ||  Finde etwas Lila, Schmales und Klebriges
HARD        | Find something white, short and wet  ||  Найди что-нибудь белое, короткое и мокрое  ||  Atrodi kaut ko baltu, īsu un slapju  ||  Finde etwas Weisses, Kurzes und Nasses
HARD        | Find something narrow, rough and striped  ||  Найди что-нибудь узкое, шершавое и полосатое  ||  Atrodi kaut ko šauru, raupju un svītrainu  ||  Finde etwas Schmales, Raues und Gestreiftes
HARD        | Find something long, narrow and transparent  ||  Найди что-нибудь длинное, узкое и прозрачное  ||  Atrodi kaut ko garu, šauru un caurspīdīgu  ||  Finde etwas Langes, Schmales und Durchsichtiges
HARD        | Find something oval, smooth and heavy  ||  Найди что-нибудь овальное, гладкое и тяжёлое  ||  Atrodi kaut ko ovālu, gludu un smagu  ||  Finde etwas Ovales, Glattes und Schweres
HARD        | Find something wide, smooth and heavy  ||  Найди что-нибудь широкое, гладкое и тяжёлое  ||  Atrodi kaut ko platu, gludu un smagu  ||  Finde etwas Breites, Glattes und Schweres
HARD        | Find something light blue, curved and soft  ||  Найди что-нибудь голубое, изогнутое и мягкое  ||  Atrodi kaut ko gaišzilu, izliektu un mīkstu  ||  Finde etwas Hellblaues, Gebogenes und Weiches
HARD        | Find something grey, round and wet  ||  Найди что-нибудь серое, круглое и мокрое  ||  Atrodi kaut ko pelēku, apaļu un slapju  ||  Finde etwas Graues, Rundes und Nasses
HARD        | Find something silver, huge and heavy  ||  Найди что-нибудь серебряное, огромное и тяжёлое  ||  Atrodi kaut ko sudrabainu, milzīgu un smagu  ||  Finde etwas Silbernes, Riesiges und Schweres
HARD        | Find something light blue, pointy and cold  ||  Найди что-нибудь голубое, острое и холодное  ||  Atrodi kaut ko gaišzilu, asu un aukstu  ||  Finde etwas Hellblaues, Spitzes und Kaltes
HARD        | Find something blue, long and cold  ||  Найди что-нибудь синее, длинное и холодное  ||  Atrodi kaut ko zilu, garu un aukstu  ||  Finde etwas Blaues, Langes und Kaltes
HARD        | Find something narrow, fluffy and spotted  ||  Найди что-нибудь узкое, пушистое и пятнистое  ||  Atrodi kaut ko šauru, pūkainu un raibu  ||  Finde etwas Schmales, Flauschiges und Gepunktetes
HARD        | Find something black, round and tiny  ||  Найди что-нибудь чёрное, круглое и крошечное  ||  Atrodi kaut ko melnu, apaļu un sīku  ||  Finde etwas Schwarzes, Rundes und Winziges
HARD        | Find something narrow, sticky and shiny  ||  Найди что-нибудь узкое, липкое и блестящее  ||  Atrodi kaut ko šauru, lipīgu un spīdīgu  ||  Finde etwas Schmales, Klebriges und Glaenzendes
HARD        | Find something green, thin and matte  ||  Найди что-нибудь зелёное, тонкое и матовое  ||  Atrodi kaut ko zaļu, plānu un matētu  ||  Finde etwas Gruenes, Duennes und Mattes
HARD        | Find something dry, transparent and spotted  ||  Найди что-нибудь сухое, прозрачное и пятнистое  ||  Atrodi kaut ko sausu, caurspīdīgu un raibu  ||  Finde etwas Trockenes, Durchsichtiges und Gepunktetes
HARD        | Find something golden, soft and heavy  ||  Найди что-нибудь золотое, мягкое и тяжёлое  ||  Atrodi kaut ko zeltainu, mīkstu un smagu  ||  Finde etwas Goldenes, Weiches und Schweres
HARD        | Find something orange, small and rough  ||  Найди что-нибудь оранжевое, маленькое и шершавое  ||  Atrodi kaut ko oranžu, mazu un raupju  ||  Finde etwas Oranges, Kleines und Raues
HARD        | Find something yellow, sticky and warm  ||  Найди что-нибудь жёлтое, липкое и тёплое  ||  Atrodi kaut ko dzeltenu, lipīgu un siltu  ||  Finde etwas Gelbes, Klebriges und Warmes
HARD        | Find something long, rough and heavy  ||  Найди что-нибудь длинное, шершавое и тяжёлое  ||  Atrodi kaut ko garu, raupju un smagu  ||  Finde etwas Langes, Raues und Schweres
HARD        | Find something red, small and sticky  ||  Найди что-нибудь красное, маленькое и липкое  ||  Atrodi kaut ko sarkanu, mazu un lipīgu  ||  Finde etwas Rotes, Kleines und Klebriges
HARD        | Find something white, thin and wet  ||  Найди что-нибудь белое, тонкое и мокрое  ||  Atrodi kaut ko baltu, plānu un slapju  ||  Finde etwas Weisses, Duennes und Nasses
HARD        | Find something blue, thin and shiny  ||  Найди что-нибудь синее, тонкое и блестящее  ||  Atrodi kaut ko zilu, plānu un spīdīgu  ||  Finde etwas Blaues, Duennes und Glaenzendes
HARD        | Find something white, thick and wet  ||  Найди что-нибудь белое, толстое и мокрое  ||  Atrodi kaut ko baltu, biezu un slapju  ||  Finde etwas Weisses, Dickes und Nasses
HARD        | Find something pointy, transparent and striped  ||  Найди что-нибудь острое, прозрачное и полосатое  ||  Atrodi kaut ko asu, caurspīdīgu un svītrainu  ||  Finde etwas Spitzes, Durchsichtiges und Gestreiftes
HARD        | Find something thin, dry and warm  ||  Найди что-нибудь тонкое, сухое и тёплое  ||  Atrodi kaut ko plānu, sausu un siltu  ||  Finde etwas Duennes, Trockenes und Warmes
HARD        | Find something pink, matte and warm  ||  Найди что-нибудь розовое, матовое и тёплое  ||  Atrodi kaut ko rozā, matētu un siltu  ||  Finde etwas Rosa, Mattes und Warmes
HARD        | Find something wet, transparent and warm  ||  Найди что-нибудь мокрое, прозрачное и тёплое  ||  Atrodi kaut ko slapju, caurspīdīgu un siltu  ||  Finde etwas Nasses, Durchsichtiges und Warmes
HARD        | Find something tiny, transparent and spotted  ||  Найди что-нибудь крошечное, прозрачное и пятнистое  ||  Atrodi kaut ko sīku, caurspīdīgu un raibu  ||  Finde etwas Winziges, Durchsichtiges und Gepunktetes
HARD        | Find something big, dry and plain  ||  Найди что-нибудь большое, сухое и однотонное  ||  Atrodi kaut ko lielu, sausu un vienkrāsainu  ||  Finde etwas Grosses, Trockenes und Einfarbiges
HARD        | Find something blue, rough and light  ||  Найди что-нибудь синее, шершавое и лёгкое  ||  Atrodi kaut ko zilu, raupju un vieglu  ||  Finde etwas Blaues, Raues und Leichtes
HARD        | Find something brown, transparent and warm  ||  Найди что-нибудь коричневое, прозрачное и тёплое  ||  Atrodi kaut ko brūnu, caurspīdīgu un siltu  ||  Finde etwas Braunes, Durchsichtiges und Warmes
HARD        | Find something yellow, curved and spotted  ||  Найди что-нибудь жёлтое, изогнутое и пятнистое  ||  Atrodi kaut ko dzeltenu, izliektu un raibu  ||  Finde etwas Gelbes, Gebogenes und Gepunktetes
HARD        | Find something light blue, narrow and dry  ||  Найди что-нибудь голубое, узкое и сухое  ||  Atrodi kaut ko gaišzilu, šauru un sausu  ||  Finde etwas Hellblaues, Schmales und Trockenes
HARD        | Find something black, square and narrow  ||  Найди что-нибудь чёрное, квадратное и узкое  ||  Atrodi kaut ko melnu, kvadrātisku un šauru  ||  Finde etwas Schwarzes, Quadratisches und Schmales
HARD        | Find something narrow, smooth and spotted  ||  Найди что-нибудь узкое, гладкое и пятнистое  ||  Atrodi kaut ko šauru, gludu un raibu  ||  Finde etwas Schmales, Glattes und Gepunktetes
HARD        | Find something yellow, round and tiny  ||  Найди что-нибудь жёлтое, круглое и крошечное  ||  Atrodi kaut ko dzeltenu, apaļu un sīku  ||  Finde etwas Gelbes, Rundes und Winziges
HARD        | Find something purple, flat and huge  ||  Найди что-нибудь фиолетовое, плоское и огромное  ||  Atrodi kaut ko violetu, plakanu un milzīgu  ||  Finde etwas Lila, Flaches und Riesiges
HARD        | Find something grey, heavy and spotted  ||  Найди что-нибудь серое, тяжёлое и пятнистое  ||  Atrodi kaut ko pelēku, smagu un raibu  ||  Finde etwas Graues, Schweres und Gepunktetes
HARD        | Find something long, hard and shiny  ||  Найди что-нибудь длинное, твёрдое и блестящее  ||  Atrodi kaut ko garu, cietu un spīdīgu  ||  Finde etwas Langes, Hartes und Glaenzendes
HARD        | Find something blue, small and warm  ||  Найди что-нибудь синее, маленькое и тёплое  ||  Atrodi kaut ko zilu, mazu un siltu  ||  Finde etwas Blaues, Kleines und Warmes
HARD        | Find something orange, hard and shiny  ||  Найди что-нибудь оранжевое, твёрдое и блестящее  ||  Atrodi kaut ko oranžu, cietu un spīdīgu  ||  Finde etwas Oranges, Hartes und Glaenzendes
HARD        | Find something round, matte and spotted  ||  Найди что-нибудь круглое, матовое и пятнистое  ||  Atrodi kaut ko apaļu, matētu un raibu  ||  Finde etwas Rundes, Mattes und Gepunktetes
HARD        | Find something orange, long and spotted  ||  Найди что-нибудь оранжевое, длинное и пятнистое  ||  Atrodi kaut ko oranžu, garu un raibu  ||  Finde etwas Oranges, Langes und Gepunktetes
HARD        | Find something round, sticky and transparent  ||  Найди что-нибудь круглое, липкое и прозрачное  ||  Atrodi kaut ko apaļu, lipīgu un caurspīdīgu  ||  Finde etwas Rundes, Klebriges und Durchsichtiges
